OID_,BARRIER_NAME,SOURCE_ID,BARRIER_GROUP,BARRIER_TYPE,BARRIER_SPECIFIC,DAM_HEIGHT_ft,SOURCE,URL,UID,Elev_m,Slope_site_perc,Slope_segment_perc,Slope_reach_perc,Qmad_cfs,Latitude,Longitude,Sample_Type,Sampled,Sample_Date,Observer,Barrier_Expected,Barrier_Observed,Stream_Wetted,Barrier_Access,Bridge_Type,Bridge_Obstruction,Culverts_Total,Culvert_Gated,Backwatered,Water_surface_drop_m,Span_m,Bankfull_width_m,Span_div_bankfull,Rise_m,Bed_material_throughout,Bed_material_depth_outlet_m,Countersunk,Elevation_inlet_m,Elevation_outlet_m,Length_m,Slope_perc,ACCESS_LIMIT,HUC8,Basin,Depth_m,Velocity_mps,Pass_WDFG,Limit_WDFG,tnmfrc,mtfcc_code,Pass
25,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_51868,2863.7939453,7.7129998,3.5200000,3.5000000,4.361000000000000,40.853434249999999,-110.956046430000001,ALTERNATE,TRUE,10/4/2022 0:00:00,GG,Intersection,Bridge,TRUE,,Ford,FALSE,0,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,4,S1400,1.0
26,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_62215,2797.5278320,4.7690001,2.8099999,3.9800000,6.280000000000000,40.890370320000002,-110.951413909999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
27,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_94388,2731.5195312,10.9630003,2.3699999,1.3300000,9.731000000000000,40.872277590000003,-110.927460289999999,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
28,STILLWATER,41904000000900,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_51200,2598.6931152,0.9960000,0.8100000,0.2000000,53.753000000000000,40.862124350000002,-110.835534890000005,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
29,CHRISTMAS MDW REC. RES.,41904000001065,Non-culvert Road Crossing,Bridge,Bridge,,UTAH_DEPARTMENT_OF_TRANSPORTATION,https://opendata.utah.gov/dataset/UDOT-Bridge-and-Structure-Locations/b822-guyg,UID_34423,2663.0129395,7.4410000,0.6100000,0.9500000,45.820000000000000,40.833697850000000,-110.808816899999997,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
30,,        0C 128 ,Non-culvert Road Crossing,Bridge,Stringer_Multi-beam_or_Girder,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_54521,2535.7714844,28.7159996,1.7400000,3.2200000,63.145000000000003,40.910592170000001,-110.829782179999995,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
31,,        0D 269 ,Non-culvert Road Crossing,Bridge,Frame,,FEDERAL_HIGHWAY_ADMINISTRATION,https://www.fhwa.dot.gov/bridge/nbi/ascii2018.cfm,UID_81218,2587.2910156,1.8910000,0.7100000,1.0200000,83.417000000000002,40.871906469999999,-110.834631360000003,,,,,Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,S1200,
32,,16010101cb016,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_97494,2657.9223633,14.7349997,4.8800001,4.8800001,0.833000000000000,40.931397339999997,-110.746893209999996,Random,TRUE,10/5/2022 0:00:00,GG,Culvert,Culvert,TRUE,,,,1,FALSE,FALSE,0.270000000000000,0.850000000000000,1.750000000000000,48.571428571428569,0.970000000000000,FALSE,0.000000000000000,FALSE,2644.356999999999971,2642.739999999999782,22.231112000000000,7.273590272948062,,16010101,UBR,0.1000000,1.5820000,0.67,WSD,4,S1400,0.67
33,,16010101cb019,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_31772,2797.4716797,10.3100004,3.3399999,4.3600001,11.492000000000001,40.904355379999998,-110.738522040000007,ALTERNATE,TRUE,6/13/2023 0:00:00,GG,Culvert,Absent,,,,,,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,4,S1400,1.0
34,,16010101cb020,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_63619,2879.8356934,21.0510006,3.3399999,4.9400001,11.492000000000001,40.891821069999999,-110.737891489999996,Random,TRUE,10/5/2022 0:00:00,GG,Culvert,Culvert,TRUE,,,,1,FALSE,FALSE,0.680000000000000,1.860000000000000,2.360000000000000,78.813559322033910,1.830000000000000,FALSE,0.000000000000000,FALSE,2866.155999999999949,2865.851000000000113,9.713766000000000,3.139873865603065,,16010101,UBR,0.1900000,2.3580000,0.33,WSD,4,S1400,0.33
35,,16010101cb003,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_68601,2911.4421387,16.1130009,6.1300001,14.6400003,4.227000000000000,40.759720119999997,-110.881645930000005,Random,TRUE,10/4/2022 0:00:00,GG,Culvert,Culvert,TRUE,,,,1,FALSE,FALSE,0.750000000000000,1.410000000000000,4.100000000000000,34.390243902439025,1.530000000000000,FALSE,0.000000000000000,FALSE,2899.101999999999862,2895.896999999999935,30.752241000000001,10.422004692275685,,16010101,UBR,0.4500000,2.0000000,0.33,WSD,3,S1200,0.33
36,,16010101cb022,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_60332,2786.2019043,11.4270000,7.4600000,13.1999998,2.766000000000000,40.787348809999997,-110.885938519999996,Random,TRUE,10/4/2022 0:00:00,GG,Culvert,Culvert,TRUE,,,,2,FALSE,FALSE,0.000000000000000,1.950000000000000,4.550000000000000,42.857142857142861,0.920000000000000,FALSE,0.000000000000000,FALSE,2768.592999999999847,2766.594000000000051,20.449088000000000,9.775497078401719,,16010101,UBR,0.5200000,1.3150001,0.0,Slope,6,S1500,0.0
37,,16010101cb021,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_22467,2681.5212402,3.3499999,3.5599999,3.6900001,2.842000000000000,40.916190510000000,-110.770084710000006,Random,TRUE,10/5/2022 0:00:00,GG,Culvert,Culvert,TRUE,,,,1,FALSE,FALSE,0.300000000000000,1.750000000000000,1.160000000000000,150.862068965517267,1.540000000000000,TRUE,0.090000000000000,FALSE,2663.820999999999913,2663.672999999999774,18.320996999999998,0.807816299517642,,16010101,UBR,0.3800000,0.5570000,0.67,WSD,4,S1400,0.67
38,,16010101cb002,Culvert,Culvert,Culvert,,UTAH_DIVISION_OF_WILDLIFE_RESOURCES,donwiley@utah.gov,UID_70538,3028.6398926,14.3549995,7.4600000,4.0300002,1.670000000000000,40.772128379999998,-110.897457009999997,,,,,Culvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
39,UINTALANDS ASSOCIATION,UT51977,Dam,Dam,Dam,,UTAH_DEPARTMENT_OF_WATER_RIGHTS,https://opendata.gis.utah.gov/datasets/utahDNR::utah-dam-inventory,UID_26758,2575.7412109,0.1870000,3.6300001,1.1100000,3.072000000000000,40.928437359999997,-110.792984739999994,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,0.0
40,WINDSOR,84049,Dam,Dam,,,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_51555,2701.2871094,3.1819999,0.8000000,1.7700000,44.200000000000003,40.859473440000002,-110.763557759999998,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
41,PRICE,84050,Dam,Dam,,,US_ARMY_CORPS_OF_ENGINEERS,https://nid.sec.usace.army.mil/ords/f?p=105:1::::::,UID_79077,2703.6140137,2.7980001,0.8000000,1.5800000,44.200000000000003,40.856290410000000,-110.758963120000004,,,,,Dam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
42,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_91577,2975.4973145,32.5270004,9.6400003,15.0900002,0.717000000000000,40.893050289999998,-110.759219880000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
43,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_5832,2774.2116699,6.0190001,0.4400000,1.6100000,21.577999999999999,40.791833599999997,-110.883352669999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
44,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_55643,2771.8569336,2.7969999,0.4400000,1.7100000,21.577999999999999,40.792514650000001,-110.882805480000002,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
45,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_43759,2683.1135254,10.7480001,2.2100000,2.4800000,13.692000000000000,40.929338430000001,-110.738405700000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
46,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_16276,2699.2280273,9.0810003,5.4099998,4.5100002,6.802000000000000,40.863080369999999,-110.777957279999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
47,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_61440,2613.3786621,3.2160001,1.6200000,1.8800000,29.559000000000001,40.936202629999997,-110.760163950000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
48,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_23151,2756.8110352,3.6849999,4.0000000,3.4500000,3.868000000000000,40.816321690000002,-110.870887640000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
49,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_30649,2712.5803223,8.4779997,1.5200000,0.1000000,16.114000000000001,40.867547879999996,-110.920500540000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
50,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_8253,2707.8662109,15.5200005,1.5200000,0.7800000,16.114000000000001,40.867684640000000,-110.919740649999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
51,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_77622,2639.5590820,3.1289999,1.1900001,1.0800000,60.164999999999999,40.885034290000000,-110.797076419999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
52,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_30919,2641.8935547,1.0360000,1.1900001,1.0800000,60.164999999999999,40.884873079999998,-110.797484859999997,Random,TRUE,10/5/2022 0:00:00,GG,Intersection,Bridge,TRUE,,Ford,FALSE,,,,,,,,,,,,,,,,,16010101,UBR,,,1.0,None,4,S1400,1.0
53,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_69971,2819.8410645,14.1859999,3.3399999,4.8299999,11.492000000000001,40.901401280000002,-110.740510520000001,Random,TRUE,10/5/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,FALSE,FALSE,0.000000000000000,1.640000000000000,3.400000000000000,48.235294117647058,1.810000000000000,FALSE,0.000000000000000,FALSE,2801.630999999999858,2801.181000000000040,12.623815000000000,3.564691022482649,,16010101,UBR,0.3400000,1.7050000,0.33,Slope,4,S1400,0.33
54,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_52235,2857.8312988,22.9209995,7.4600000,17.8899994,2.766000000000000,40.787375730000001,-110.888922510000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
55,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_88797,2596.9465332,1.4490000,1.8300000,1.6900001,3.468000000000000,40.933073229999998,-110.768619849999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
56,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_39844,2922.6767578,20.9500008,9.6400003,14.2900000,0.717000000000000,40.895612989999997,-110.758899000000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
57,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_78183,2802.9218750,5.9749999,1.7500000,0.9200000,2.509000000000000,40.854396549999997,-110.880685940000006,Random,TRUE,10/5/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,FALSE,FALSE,0.000000000000000,0.980000000000000,0.880000000000000,111.363636363636360,0.730000000000000,FALSE,0.000000000000000,FALSE,2791.251000000000204,2791.081000000000131,13.394750999999999,1.269153864824160,,16010101,UBR,0.2700000,1.4780000,0.67,Slope,4,S1400,0.67
58,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_82908,2608.6166992,23.7840004,2.3099999,1.2400000,12.976000000000001,40.903725889999997,-110.880076040000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
59,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_85750,2607.5087891,24.5170002,2.3099999,0.0400000,12.976000000000001,40.904100819999996,-110.879799700000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
60,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_94288,2606.0764160,24.0429993,2.3099999,0.0400000,12.976000000000001,40.905242690000001,-110.879159009999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
61,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_37733,2602.2941895,18.7670002,2.3099999,5.7700000,12.976000000000001,40.905788420000000,-110.878786880000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
62,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_52434,2597.1843262,21.8869991,2.3099999,5.7700000,12.976000000000001,40.906383540000000,-110.878421029999998,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
63,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_80478,2590.5710449,7.1910000,2.3099999,2.4400001,12.976000000000001,40.907445799999998,-110.877219350000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
64,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_539,2579.4475098,1.8559999,2.3099999,4.4200001,12.976000000000001,40.909414859999998,-110.876931310000003,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
65,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_6370,2606.4086914,9.3039999,3.6300001,2.0300000,3.072000000000000,40.918613860000001,-110.792365230000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
66,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_2439,2632.3857422,10.2810001,3.6300001,4.2700000,3.072000000000000,40.912075139999999,-110.792634879999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
67,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_44398,2557.8339844,6.1450000,1.2400000,1.2200000,34.061999999999998,40.941029460000003,-110.783356200000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
68,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_23478,2889.8684082,5.0029998,4.0000000,2.3699999,3.393000000000000,40.805228190000001,-110.899489230000000,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
69,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_31309,2888.8698730,6.0700002,4.0000000,2.3699999,3.393000000000000,40.805480899999999,-110.898647890000007,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
70,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_75388,2888.6081543,6.2249999,4.0000000,2.3699999,3.393000000000000,40.805515030000002,-110.898534290000001,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
71,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_38995,2887.4165039,10.9659996,4.0000000,3.6099999,3.393000000000000,40.805756160000001,-110.897731480000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
72,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_35543,2875.6430664,10.6180000,4.0000000,2.2700000,3.393000000000000,40.808016619999997,-110.894012110000006,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
73,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_41029,2872.0644531,20.4570007,4.0000000,0.3500000,3.393000000000000,40.810136170000000,-110.892275799999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
74,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_37416,2871.4934082,20.1569996,4.0000000,0.3500000,3.393000000000000,40.810991170000001,-110.890947929999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
75,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_36224,2875.9255371,57.5649986,4.0000000,1.9200000,3.393000000000000,40.812254899999999,-110.888105859999996,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
76,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_50266,2898.6965332,6.6129999,4.0000000,8.6700001,3.393000000000000,40.804471790000001,-110.900823450000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
77,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_51940,2865.6977539,15.5629997,4.0000000,1.1300000,3.491000000000000,40.813253209999999,-110.884960699999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
78,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_73557,2862.7077637,22.8829994,4.0000000,1.1300000,3.491000000000000,40.812764080000001,-110.885700439999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
79,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_17912,2586.9506836,4.2399998,2.7300000,3.7500000,0.714000000000000,40.933371559999998,-110.779768939999997,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
80,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_32591,2489.0744629,12.6230001,1.5100000,1.1000000,49.637000000000000,40.941524430000001,-110.859287159999994,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,S1500,
81,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_99783,2618.0410156,14.5260000,3.6300001,1.8400000,3.072000000000000,40.915021119999999,-110.792716920000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
82,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_37638,2759.4882812,5.3490000,4.0000000,3.4500000,3.868000000000000,40.816362620000000,-110.871584479999996,Random,TRUE,10/4/2022 0:00:00,GG,Intersection,Culvert,TRUE,,,,1,FALSE,FALSE,0.020000000000000,0.610000000000000,1.120000000000000,54.464285714285708,0.630000000000000,FALSE,0.000000000000000,FALSE,2746.556999999999789,2746.079000000000178,14.253075000000001,3.353662279891256,,16010101,UBR,0.0300000,0.4900000,0.33,Slope,4,S1400,0.33
83,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_98148,2806.6586914,13.4960003,3.1700001,1.6700000,1.616000000000000,40.859020010000002,-110.902001189999993,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
84,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_22286,2556.4233398,32.2089996,3.6300001,1.0400000,3.072000000000000,40.938885589999998,-110.796529930000005,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
85,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_80424,2554.0078125,32.1730003,3.6300001,1.0400000,3.072000000000000,40.939793530000003,-110.796710489999995,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
86,,,Unknown Road Crossing,Road_Crossing,Unknown_Road_Crossing,,US_Geological_Survey_NTD,https://data.usgs.gov/datacatalog/data/USGS:ad3d631d-f51f-4b6a-91a3-e617d6a58b4e,UID_75131,2888.7053223,2.1740000,1.4299999,1.3600000,4.713000000000000,40.820016750000001,-110.897731050000004,,,,,Intersection,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,S1400,
